country,tournament,tournament_id,season_id,team_name,team_id,player_name,player_id,age,height,player_country,position,preferred_foot,contract_until,market_value,market_currency,league,season
England,Premier League,17,76986,Brighton & Hove Albion,30,Charalampos Kostoulas,1416535,19,185.0,Greece,F,Right,1909008000.0,27000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Brighton & Hove Albion,30,Stefanos Tzimas,1155321,20,184.0,Greece,F,Both,1909008000.0,18500000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Brighton & Hove Albion,30,Carlos Baleba,1199043,22,179.0,Cameroon,M,Left,1845936000.0,53000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Brighton & Hove Albion,30,Kaoru Mitoma,936849,29,178.0,Japan,M,Right,1814313600.0,20000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Brighton & Hove Albion,30,Diego Gómez,1065588,23,185.0,Paraguay,M,Right,1909008000.0,27000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Brighton & Hove Albion,30,Yasin Ayari,1036269,22,172.0,Sweden,M,Right,1814313600.0,32000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Brighton & Hove Albion,30,Yankuba Minteh,1400106,21,180.0,Gambia,M,Left,1877472000.0,42000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Brighton & Hove Albion,30,Pascal Groß,48480,35,181.0,Germany,M,Right,1814313600.0,2300000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Brighton & Hove Albion,30,Matt O'Riley,891829,25,187.0,Denmark,M,Left,1877472000.0,16500000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Brighton & Hove Albion,30,Georginio Rutter,946695,24,182.0,France,M,Left,1845936000.0,31000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Brighton & Hove Albion,30,James Milner,791,40,175.0,England,M,Right,1782777600.0,,,premier_league,25/26
England,Premier League,17,76986,Brighton & Hove Albion,30,Ibrahim Osman,1471095,21,177.0,Ghana,M,Right,1877472000.0,7400000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Brighton & Hove Albion,30,Jack Hinshelwood,1142315,21,182.0,England,M,Right,1877472000.0,27000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Brighton & Hove Albion,30,Malick Yalcouyé,1568186,20,171.0,Côte d'Ivoire,M,Right,1877472000.0,12600000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Brighton & Hove Albion,30,Solly March,301288,31,180.0,England,M,Left,1782777600.0,1000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Brighton & Hove Albion,30,Amario Cozier-Duberry,1138842,21,170.0,England,M,Left,1845936000.0,4500000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Brighton & Hove Albion,30,Tom Watson,1167066,20,190.0,England,M,Right,1877472000.0,7500000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Brighton & Hove Albion,30,Ferdi Kadıoğlu,825844,26,174.0,Türkiye,D,Right,1845936000.0,36000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Brighton & Hove Albion,30,Jan Paul van Hecke,962012,26,189.0,Netherlands,D,Right,1814313600.0,49000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Brighton & Hove Albion,30,Maxim De Cuyper,997152,25,183.0,Belgium,D,Left,1909008000.0,21000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Brighton & Hove Albion,30,Mats Wieffer,959628,26,188.0,Netherlands,D,Right,1877472000.0,24000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Brighton & Hove Albion,30,Lewis Dunk,115365,34,190.0,England,D,Right,1814313600.0,3600000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Brighton & Hove Albion,30,Igor Júlio,842513,28,185.0,Brazil,D,Left,1814313600.0,9700000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Brighton & Hove Albion,30,Joël Veltman,219572,34,184.0,Netherlands,D,Right,1782777600.0,1500000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Brighton & Hove Albion,30,Olivier Boscagli,788784,28,181.0,France,D,Left,1909008000.0,13900000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Brighton & Hove Albion,30,Adam Webster,216308,31,191.0,England,D,Right,1782777600.0,3100000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Brighton & Hove Albion,30,Eiran Cashin,998928,24,184.0,Ireland,D,Left,1909008000.0,5300000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Brighton & Hove Albion,30,Bart Verbruggen,994363,23,193.0,Netherlands,G,Right,1845936000.0,37000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Brighton & Hove Albion,30,James Beadle,1148507,21,201.0,England,G,Right,1845936000.0,5500000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Brighton & Hove Albion,30,Jason Steele,31867,35,188.0,England,G,Right,1814313600.0,480000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Brighton & Hove Albion,30,Carl Rushworth,1005800,24,191.0,England,G,Left,1814313600.0,15500000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Brighton & Hove Albion,30,Tom McGill,1007073,26,185.0,Canada,G,Right,1814313600.0,515000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Brentford,50,Igor Thiago,1016907,25,191.0,Brazil,F,Right,1940544000.0,68000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Brentford,50,Fabio Carvalho,991604,23,170.0,Portugal,F,Right,1877472000.0,7800000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Brentford,50,Kaye Furo,1403098,19,190.0,Belgium,F,Right,1940544000.0,7600000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Brentford,50,Romelle Donovan,1586020,19,171.0,England,F,Left,1909008000.0,3700000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Brentford,50,Dango Ouattara,1106451,24,177.0,Burkina Faso,M,Left,1909008000.0,36000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Brentford,50,Jordan Henderson,42694,36,183.0,England,M,Right,1814313600.0,1300000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Brentford,50,Frank Onyeka,885864,28,183.0,Nigeria,M,Right,1814313600.0,7700000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Brentford,50,Reiss Nelson,826139,26,175.0,England,M,Right,1782777600.0,8800000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Brentford,50,Mikkel Damsgaard,907072,25,180.0,Denmark,M,Right,1909008000.0,29000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Brentford,50,Kevin Schade,1006387,24,183.0,Germany,M,Both,1845936000.0,36000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Brentford,50,Yehor Yarmoliuk,1031258,22,180.0,Ukraine,M,Right,1940544000.0,30000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Brentford,50,Antoni Milambo,1126692,21,179.0,Netherlands,M,Right,1909008000.0,15500000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Brentford,50,Mathias Jensen,799251,30,180.0,Denmark,M,Both,1814313600.0,10400000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Brentford,50,Vitaly Janelt,814873,28,184.0,Germany,M,Left,1909008000.0,16600000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Brentford,50,Yunus Konak,1518589,20,181.0,Türkiye,M,Right,1877472000.0,3300000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Brentford,50,Josh Dasilva,856260,27,184.0,England,M,Left,1814313600.0,1500000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Brentford,50,Ryan Trevitt,1177007,23,170.0,England,M,Right,1782777600.0,290000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Brentford,50,Michael Kayode,1137431,21,179.0,Italy,D,Right,1909008000.0,39000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Brentford,50,Kristoffer Ajer,576384,28,196.0,Norway,D,Right,1909008000.0,19500000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Brentford,50,Sepp van den Berg,924378,24,192.0,Netherlands,D,Right,1877472000.0,33000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Brentford,50,Nathan Collins,958916,25,193.0,Ireland,D,Right,1877472000.0,29000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Brentford,50,Ethan Pinnock,855864,33,194.0,Jamaica,D,Left,1814313600.0,2800000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Brentford,50,Keane Lewis-Potter,972421,25,170.0,England,D,Right,1940544000.0,24000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Brentford,50,Aaron Hickey,966869,24,185.0,Scotland,D,Both,1845936000.0,16500000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Brentford,50,Rico Henry,599128,28,175.0,Jamaica,D,Left,1814313600.0,13800000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Brentford,50,Jayden Meghoma,1410201,20,176.0,England,D,Left,1845936000.0,1900000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Brentford,50,Caoimhin Kelleher,827362,27,188.0,Ireland,G,Right,1909008000.0,25000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Brentford,50,Hákon Rafn Valdimarsson,1005959,24,195.0,Iceland,G,Right,1909008000.0,2600000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Brentford,50,Matthew Cox,1065525,23,183.0,England,G,Right,1845936000.0,665000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Brentford,50,Julian Eyestone,1411132,20,198.0,USA,G,Right,1940544000.0,,,premier_league,25/26
England,Premier League,17,76986,Brentford,50,Ellery Balcombe,860205,26,190.0,England,G,Right,1814313600.0,410000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Chelsea,38,Alejandro Garnacho,1135873,21,180.0,Argentina,F,Right,1972166400.0,26000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Chelsea,38,João Pedro,975079,24,182.0,Brazil,F,Right,2003702400.0,74000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Chelsea,38,Marc Guiu,1414933,20,187.0,Spain,F,Right,1877472000.0,11200000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Chelsea,38,Liam Delap,997087,23,186.0,England,F,Right,1940544000.0,26000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Chelsea,38,Cole Palmer,982780,24,185.0,England,M,Left,2003702400.0,92000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Chelsea,38,Estêvão,1597265,19,176.0,Brazil,M,Left,2003702400.0,82000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Chelsea,38,Enzo Fernández,974505,25,177.0,Argentina,M,Right,1972166400.0,87000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Chelsea,38,Moisés Caicedo,987650,24,178.0,Ecuador,M,Right,2003702400.0,104000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Chelsea,38,Mykhailo Mudryk,958966,25,175.0,Ukraine,M,Right,1940544000.0,42000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Chelsea,38,Pedro Neto,879349,26,172.0,Portugal,M,Left,1940544000.0,58000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Chelsea,38,Andrey Santos,1105779,22,180.0,Brazil,M,Right,1909008000.0,39000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Chelsea,38,Jamie Gittens,1140599,21,178.0,England,M,Right,1972166400.0,29000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Chelsea,38,Roméo Lavia,1069488,22,181.0,Belgium,M,Right,1909008000.0,21000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Chelsea,38,Dário Essugo,1110006,21,178.0,Portugal,M,Right,2003702400.0,13900000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Chelsea,38,Omari Kellyman,1162083,20,191.0,England,M,Left,1909008000.0,1600000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Chelsea,38,Marc Cucurella,794939,27,175.0,Spain,D,Left,1877472000.0,52000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Chelsea,38,Reece James,885908,26,180.0,England,D,Right,1972166400.0,63000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Chelsea,38,Mamadou Sarr,1154657,20,194.0,Senegal,D,Right,2003702400.0,24000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Chelsea,38,Malo Gusto,996958,23,179.0,France,D,Right,1909008000.0,36000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Chelsea,38,Levi Colwill,996911,23,187.0,England,D,Left,1877472000.0,55000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Chelsea,38,Jorrel Hato,1153079,20,182.0,Netherlands,D,Left,1972166400.0,41000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Chelsea,38,Wesley Fofana,923894,25,186.0,France,D,Right,1877472000.0,29000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Chelsea,38,Trevoh Chalobah,826134,26,190.0,England,D,Right,1845936000.0,43000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Chelsea,38,Josh Acheampong,1403050,20,190.0,England,D,Right,1877472000.0,24000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Chelsea,38,Benoît Badiashile,904827,25,194.0,France,D,Left,1909008000.0,14500000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Chelsea,38,Tosin Adarabioyo,352668,28,196.0,England,D,Right,1845936000.0,16500000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Chelsea,38,Caleb Wiley,1035645,21,178.0,USA,D,Left,1909008000.0,7600000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Chelsea,38,Robert Sánchez,920546,28,197.0,Spain,G,Right,1909008000.0,19900000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Chelsea,38,Filip Jørgensen,962053,24,190.0,Denmark,G,Both,1940544000.0,14600000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Chelsea,38,Gabriel Słonina,978787,22,193.0,USA,G,Right,1845936000.0,3300000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Chelsea,38,Teddy Sharman-Lowe,1009762,23,194.0,England,G,Right,1845936000.0,465000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Chelsea,38,James Hillson,993436,25,187.0,England,G,Right,,,,premier_league,25/26
England,Premier League,17,76986,Fulham,43,Raúl Jiménez,192442,35,189.0,Mexico,F,Right,1782777600.0,3200000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Fulham,43,Samuel Chukwueze,822470,27,172.0,Nigeria,F,Left,1782777600.0,18500000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Fulham,43,Rodrigo Muniz,1015256,25,184.0,Brazil,F,Right,1909008000.0,22000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Fulham,43,Jonah Kusi-Asare,1503757,18,196.0,Sweden,F,Both,1782777600.0,3300000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Fulham,43,Oscar Bobb,1065216,22,174.0,Norway,M,Left,1940544000.0,27000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Fulham,43,Alex Iwobi,352770,30,183.0,Nigeria,M,Right,1845936000.0,21000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Fulham,43,Emile Smith Rowe,867445,25,182.0,England,M,Right,1877472000.0,18300000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Fulham,43,Kevin,1112879,23,176.0,Brazil,M,Right,1909008000.0,26000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Fulham,43,Harry Wilson,355528,29,173.0,Wales,M,Left,1782777600.0,27000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Fulham,43,Sander Berge,793167,28,195.0,Norway,M,Right,1877472000.0,26000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Fulham,43,Saša Lukić,371222,29,183.0,Serbia,M,Right,1814313600.0,9400000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Fulham,43,Joshua King,1546231,19,172.0,England,M,Right,1877472000.0,26000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Fulham,43,Tom Cairney,82566,35,185.0,Scotland,M,Left,1814313600.0,530000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Fulham,43,Harrison Reed,365802,31,176.0,England,M,Right,1814313600.0,2100000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Fulham,43,Luke Harris,1134729,21,177.0,Wales,M,Right,1814313600.0,930000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Fulham,43,Issa Diop,825719,29,194.0,Morocco,D,Right,1814313600.0,8199999.0,EUR,premier_league,25/26
England,Premier League,17,76986,Fulham,43,Calvin Bassey,861972,26,185.0,Nigeria,D,Left,1814313600.0,29000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Fulham,43,Antonee Robinson,803174,28,183.0,USA,D,Left,1845936000.0,24000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Fulham,43,Timothy Castagne,329417,30,185.0,Belgium,D,Right,1814313600.0,7600000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Fulham,43,Joachim Andersen,362682,30,190.0,Denmark,D,Right,1877472000.0,21000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Fulham,43,Ryan Sessegnon,836698,26,178.0,England,D,Left,1814313600.0,21000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Fulham,43,Kenny Tete,190877,30,180.0,Netherlands,D,Right,1845936000.0,8700000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Fulham,43,Jorge Cuenca,868715,26,190.0,Spain,D,Left,1845936000.0,8600000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Fulham,43,Bernd Leno,103335,34,190.0,Germany,G,Right,1814313600.0,5500000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Fulham,43,Benjamin Lecomte,123207,35,186.0,France,G,Left,1814313600.0,825000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Newcastle United,39,Yoane Wissa,805123,29,176.0,DR Congo,F,Right,1877472000.0,23000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Newcastle United,39,Anthony Gordon,914902,25,183.0,England,F,Right,1909008000.0,67000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Newcastle United,39,Nick Woltemade,980623,24,198.0,Germany,F,Right,1940544000.0,59000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Newcastle United,39,Anthony Elanga,979232,24,178.0,Sweden,F,Right,1909008000.0,31000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Newcastle United,39,William Osula,1122603,22,191.0,Denmark,F,Right,1877472000.0,26000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Newcastle United,39,Harvey Barnes,855647,28,181.0,England,F,Right,1845936000.0,35000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Newcastle United,39,Jacob Murphy,372336,31,176.0,England,F,Right,1814313600.0,11000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Newcastle United,39,Bruno Guimarães,866469,28,182.0,Brazil,M,Right,1845936000.0,72000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Newcastle United,39,Sandro Tonali,892673,26,181.0,Italy,M,Right,1845936000.0,74000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Newcastle United,39,Joelinton,560128,29,186.0,Brazil,M,Right,1845936000.0,27000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Newcastle United,39,Lewis Miley,1400650,20,188.0,England,M,Right,1972166400.0,27000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Newcastle United,39,Jacob Ramsey,975937,25,180.0,England,M,Right,1909008000.0,36000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Newcastle United,39,Joe Willock,888550,26,186.0,England,M,Right,1814313600.0,14500000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Newcastle United,39,Joe White,994550,23,186.0,England,M,Left,1814313600.0,205000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Newcastle United,39,Kieran Trippier,69256,35,174.0,England,D,Right,1782777600.0,1400000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Newcastle United,39,Malick Thiaw,1014286,24,194.0,Germany,D,Right,1877472000.0,41000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Newcastle United,39,Tino Livramento,980634,23,181.0,England,D,Right,1845936000.0,44000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Newcastle United,39,Lewis Hall,1136730,21,179.0,England,D,Left,1877472000.0,38000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Newcastle United,39,Dan Burn,99090,34,201.0,England,D,Left,1814313600.0,4099999.0,EUR,premier_league,25/26
England,Premier League,17,76986,Newcastle United,39,Sven Botman,910046,26,193.0,Netherlands,D,Left,1909008000.0,33000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Newcastle United,39,Fabian Schär,101882,34,186.0,Switzerland,D,Right,1814313600.0,3900000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Newcastle United,39,Emil Krafth,150396,31,184.0,Sweden,D,Right,1782777600.0,810000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Newcastle United,39,Matt Targett,368134,30,183.0,England,D,Left,1782777600.0,2800000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Newcastle United,39,Alex Murphy,1125214,22,188.0,Ireland,D,Left,1845936000.0,1600000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Newcastle United,39,Harrison Ashby,1084284,24,179.0,Scotland,D,Right,1814313600.0,1300000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Newcastle United,39,Aaron Ramsdale,839410,28,191.0,England,G,Right,1782777600.0,12600000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Newcastle United,39,Nick Pope,162653,34,198.0,England,G,Right,1814313600.0,4800000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Newcastle United,39,John Ruddy,1131,39,193.0,England,G,Right,1782777600.0,96000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Newcastle United,39,Mark Gillespie,108508,34,190.0,England,G,Right,1814313600.0,105000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Everton,48,Tyrique George,1403061,20,181.0,England,F,Right,1782777600.0,21000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Everton,48,Thierno Barry,1395746,23,195.0,France,F,Right,1877472000.0,31000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Everton,48,Beto,987489,28,194.0,Guinea-Bissau,F,Right,1814313600.0,19300000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Everton,48,Iliman Ndiaye,914309,26,180.0,Senegal,M,Right,1877472000.0,53000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Everton,48,Jack Grealish,189061,30,180.0,England,M,Right,1782777600.0,21000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Everton,48,Idrissa Gana Gueye,106337,36,174.0,Senegal,M,Right,1782777600.0,485000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Everton,48,Kiernan Dewsbury-Hall,861970,27,178.0,England,M,Left,1909008000.0,38000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Everton,48,Carlos Alcaraz,1017392,23,183.0,Argentina,M,Right,1814313600.0,14600000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Everton,48,James Garner,927361,25,182.0,England,M,Right,1909008000.0,48000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Everton,48,Tyler Dibling,1174472,20,178.0,England,M,Left,1877472000.0,15700000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Everton,48,Dwight McNeil,935543,26,183.0,England,M,Left,1814313600.0,18800000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Everton,48,Merlin Röhl,1064082,23,191.0,Germany,M,Both,1782777600.0,14700000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Everton,48,Tim Iroegbunam,1085950,22,182.0,England,M,Right,1814313600.0,18500000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Everton,48,Harrison Armstrong,1627560,19,185.0,England,M,Right,1845936000.0,12400000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Everton,48,Tyler Onyango,1004342,23,190.0,England,M,Right,,325000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Everton,48,Adam Aznou,1466124,20,178.0,Morocco,D,Left,1877472000.0,6200000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Everton,48,Vitaliy Mykolenko,876643,27,180.0,Ukraine,D,Left,1877472000.0,26000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Everton,48,Jarrad Branthwaite,979563,24,195.0,England,D,Left,1909008000.0,41000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Everton,48,James Tarkowski,145188,33,185.0,England,D,Right,1845936000.0,5200000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Everton,48,Jake O'Brien,998253,25,197.0,Ireland,D,Right,1845936000.0,16500000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Everton,48,Michael Keane,110846,33,188.0,England,D,Right,1814313600.0,2800000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Everton,48,Séamus Coleman,76632,37,177.0,Ireland,D,Right,1782777600.0,220000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Everton,48,Nathan Patterson,1020141,24,189.0,Scotland,D,Right,1814313600.0,16300000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Everton,48,Reece Welch,1101370,22,178.0,England,D,,1782777600.0,375000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Everton,48,Elijah Campbell,1144949,21,182.0,England,D,,1814313600.0,210000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Everton,48,Jordan Pickford,138530,32,185.0,England,G,Left,1877472000.0,13900000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Everton,48,Mark Travers,856720,27,191.0,Ireland,G,Right,1877472000.0,2800000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Everton,48,Tom King,603922,31,186.0,Wales,G,Right,1814313600.0,96000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Leeds United,34,Noah Okafor,865523,26,185.0,Switzerland,F,Right,1877472000.0,27000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Leeds United,34,Dominic Calvert-Lewin,372344,29,187.0,England,F,Right,1845936000.0,24000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Leeds United,34,Wilfried Gnonto,998951,22,170.0,Italy,F,Right,1845936000.0,17300000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Leeds United,34,Lukas Nmecha,803185,27,185.0,Germany,F,Right,1814313600.0,9100000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Leeds United,34,Joël Piroe,850823,26,181.0,Suriname,F,Left,1814313600.0,9100000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Leeds United,34,Facundo Buonanotte,1117025,21,174.0,Argentina,M,Left,1782777600.0,10900000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Leeds United,34,Ao Tanaka,871886,27,180.0,Japan,M,Right,1845936000.0,14000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Leeds United,34,Daniel James,828639,28,172.0,Wales,M,Right,1877472000.0,10600000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Leeds United,34,Ethan Ampadu,847097,25,182.0,Wales,M,Right,1909008000.0,28000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Leeds United,34,Brenden Aaronson,973431,25,178.0,USA,M,Right,1814313600.0,23000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Leeds United,34,Ilia Gruev,911679,26,185.0,Bulgaria,M,Left,1814313600.0,11000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Leeds United,34,Anton Stach,889861,27,192.0,Germany,M,Both,1877472000.0,27000000.0,EUR,premier_league,25/26
